112128	78345.7	139368	91053.5	73207.8	144192	106547	85259.5	87344.4	161344	
72422.9	187704	162150	50934.9	159169	49942.5	132979	138045	78961	92184.4	
106953	137917	85852.9	141478	158596	123031	69550.8	80462.8	84302.9	86381.2	
97519.4	169924	73720.8	171441	123704	88570.2	146655	165604	95044.9	86489.7	
99227.5	106279	139730	126575	151152	43165.6	67956	116581	98314.2	92743.8	
63514.9	135853	126976	91060.2	60674.8	126743	66659.6	103280	71860.4	137105	
92227.9	159596	88673.8	153300	81350.9	155988	182113	141849	103673	118661	
99518.1	102001	106504	129528	102416	54688.3	58656.5	82629.4	62650.5	120244	
121181	142552	120479	140377	98695.9	86092.9	138376	122101	156221	181632	
105113	116037	126871	135061	108918	165891	165519	60220.3	111181	182991	

2.57454e+010	4.29632e+010	3.06434e+010	2.61095e+010	2.97267e+010	3.16885e+010	3.94694e+010	2.74354e+010	3.04362e+010	4.01057e+010	
2.777e+010	4.3866e+010	3.23526e+010	2.5608e+010	3.20469e+010	2.83993e+010	3.71318e+010	3.18962e+010	3.10051e+010	3.6293e+010	
2.21859e+010	4.05208e+010	2.70668e+010	2.30503e+010	2.98821e+010	2.33004e+010	3.34913e+010	3.09771e+010	2.48943e+010	3.24186e+010	
2.37584e+010	4.65408e+010	3.38255e+010	2.58946e+010	2.82973e+010	2.54e+010	3.90706e+010	3.19277e+010	2.73761e+010	3.90612e+010	
2.44045e+010	3.69503e+010	2.45948e+010	2.48262e+010	2.9435e+010	2.38516e+010	3.43055e+010	2.80635e+010	2.70839e+010	3.13893e+010	
2.53738e+010	4.39076e+010	3.00927e+010	2.70249e+010	3.11517e+010	2.89931e+010	3.88798e+010	2.76665e+010	2.90211e+010	4.01883e+010	
2.56432e+010	5.03233e+010	3.56502e+010	2.83858e+010	2.91689e+010	2.82301e+010	4.24199e+010	3.35777e+010	2.98167e+010	4.12943e+010	
2.56806e+010	4.4607e+010	3.22848e+010	2.69697e+010	3.15176e+010	2.74408e+010	3.97036e+010	3.20046e+010	2.9398e+010	3.93832e+010	
2.67758e+010	4.64889e+010	3.35847e+010	2.68806e+010	2.9924e+010	2.74701e+010	4.14214e+010	2.78265e+010	3.07771e+010	4.10402e+010	
2.4236e+010	4.24676e+010	2.71684e+010	2.5746e+010	2.6423e+010	2.9755e+010	3.8914e+010	2.58527e+010	2.89257e+010	3.63876e+010	

-0.000170529	6.65521e-005	-6.18383e-005	5.83025e-006	-0.000116225	4.87101e-005	-0.00010324	0.000231623	-4.34284e-005	0.000134766	
-0.000255006	9.80664e-005	-6.68719e-005	-1.19912e-006	-0.000163691	7.33146e-005	-0.000140269	0.000308138	-4.70859e-005	0.000184649	
3.60079e-007	3.44334e-006	-2.25188e-006	5.16256e-006	3.98318e-006	7.69092e-006	-4.9717e-006	-6.03351e-006	-6.78283e-006	2.11911e-006	
-0.000531782	0.000187022	-0.000176988	9.51402e-006	-0.000305173	0.000161261	-0.000269904	0.000643337	-0.00012159	0.000381332	
0.000634115	-0.000233102	0.000212441	-1.42606e-005	0.00038503	-0.000196561	0.000340789	-0.000771536	0.000140211	-0.000464464	
0.000469664	-0.000175168	0.00015968	3.52598e-006	0.000274251	-0.00013698	0.000241286	-0.00058046	0.000101801	-0.000332815	
-6.01007e-005	2.79717e-005	-3.30891e-005	8.04135e-006	-3.28452e-005	1.33188e-005	-3.08937e-005	7.58933e-005	-1.93698e-005	4.948e-005	
-7.0564e-005	2.37905e-005	-3.02529e-005	-6.04018e-006	-4.1332e-005	3.22863e-005	-2.32806e-005	8.79479e-005	-1.85032e-005	4.15394e-005	
-5.53752e-005	2.07647e-005	-2.58572e-005	1.72038e-005	-2.11987e-005	1.50682e-005	-3.65152e-005	5.46398e-005	-3.58265e-006	3.53573e-005	
0.000183956	-6.54193e-005	6.99928e-005	-2.15576e-005	0.000100826	-6.19116e-005	9.60702e-005	-0.00021509	5.41099e-005	-0.000130273	

